Order ID,Contract Number,Client Name,Client Region,Delivery Country,Division,Product Category,Defense Platform,Serial Number,Order Date,Scheduled Delivery Date,Actual Delivery Date,Delivery Status,Unit Price USD,Quantity Ordered,Total Contract Value USD,Production Cost USD,Gross Margin USD,Quality Control Score,Security Clearance Level,Warranty Period Months
ORD-10093,ALPHA-CNT-2023-714,Ministry of Defense - Qatar,Middle East,Qatar,Naval Technology,Submarine Communications Module,Ground Tactical,SN-ALPHA-844904,2/5/2025,7/8/2025,,In Production,578036,15,8670540,5413994.16,3256545.84,91.8,Level 1 Standard,60
ORD-10094,ALPHA-CNT-2024-591,Ministry of Defense - Chile,LATAM,Chile,Tactical Avionics,Tactical Data Link,Maritime,SN-ALPHA-781664,15/9/2025,19/11/2025,13/11/2025,Delivered On Time,1215123,16,19441968,12141830.79,7300137.21,98.33,Level 3 Top Secret,60
ORD-10095,ALPHA-CNT-2025-304,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Cyber Security,Encrypted Comms Server,Airborne,SN-ALPHA-286450,11/7/2024,12/10/2024,3/10/2024,Delivered On Time,634668,17,10789356,6798376.68,3990979.32,98.49,Level 3 Top Secret,48
ORD-10096,ALPHA-CNT-2023-199,Ministry of Defense - Chile,LATAM,Chile,Aerospace Systems,Recon Surveillance Drone,Maritime,SN-ALPHA-628370,31/8/2024,20/2/2025,15/2/2025,Delivered On Time,94331,26,2452606,1449666.02,1002939.98,92.17,Level 2 Restricted,12
ORD-10097,ALPHA-CNT-2024-126,Ministry of Defense - India,Asia Pacific,India,Tactical Avionics,Cockpit Head Up Display,Ground Tactical,SN-ALPHA-668843,2/10/2023,17/3/2024,27/4/2024,Delivered Delayed,801393,2,1602786,1195342.34,407443.66,88.99,Level 1 Standard,36
ORD-10098,ALPHA-CNT-2025-311,Ministry of Defense - UK,Europe,UK,Tactical Avionics,Tactical Data Link,Maritime,SN-ALPHA-828038,30/11/2024,7/3/2025,3/3/2025,Delivered On Time,1064348,12,12772176,7415837.86,5356338.14,96.62,Level 2 Restricted,60
ORD-10099,ALPHA-CNT-2023-274,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Aerospace Systems,Flight Control Radar,Ground Tactical,SN-ALPHA-767814,28/5/2023,23/11/2023,11/1/2024,Delivered Delayed,875992,26,22775792,16141811.1,6633980.9,91.71,Level 2 Restricted,60
ORD-10100,ALPHA-CNT-2024-753,Ministry of Defense - Poland,Europe,Poland,Naval Technology,Sonar Detection Array,Maritime,SN-ALPHA-438041,17/7/2024,3/12/2024,29/11/2024,Delivered On Time,1014190,23,23326370,13551723.06,9774646.94,97.32,Level 1 Standard,60
ORD-10101,ALPHA-CNT-2025-398,Ministry of Defense - Poland,Europe,Poland,Aerospace Systems,Flight Control Radar,Maritime,SN-ALPHA-844858,20/8/2025,15/2/2026,21/2/2026,Delivered Delayed,650198,18,11703564,6643339.79,5060224.21,93.27,Level 2 Restricted,24
ORD-10102,ALPHA-CNT-2023-183,Ministry of Defense - Germany,Europe,Germany,Tactical Avionics,Cockpit Head Up Display,Digital Command,SN-ALPHA-221011,24/5/2024,3/10/2024,30/11/2024,Delivered Delayed,447891,32,14332512,11141483.92,3191028.08,93.77,Level 3 Top Secret,12
ORD-10103,ALPHA-CNT-2024-584,Ministry of Defense - Australia,Asia Pacific,Australia,Naval Technology,Sonar Detection Array,Ground Tactical,SN-ALPHA-897730,19/3/2024,19/7/2024,9/7/2024,Delivered On Time,1034210,49,50676290,30280714.62,20395575.38,97.26,Level 2 Restricted,12
ORD-10104,ALPHA-CNT-2025-964,Ministry of Defense - Canada,North America,Canada,Naval Technology,Sonar Detection Array,Maritime,SN-ALPHA-469348,23/11/2025,17/2/2026,11/2/2026,Delivered On Time,550201,38,20907638,15791801.13,5115836.87,92.55,Level 1 Standard,12
ORD-10105,ALPHA-CNT-2023-218,Ministry of Defense - Qatar,Middle East,Qatar,Aerospace Systems,Recon Surveillance Drone,Airborne,SN-ALPHA-689593,29/8/2024,2/11/2024,,In Production,1091566,47,51303602,35202362.46,16101239.54,93.27,Level 3 Top Secret,12
ORD-10106,ALPHA-CNT-2024-415,Ministry of Defense - USA,North America,USA,Tactical Avionics,Night Vision Targeting System,Maritime,SN-ALPHA-603704,27/7/2024,3/1/2025,,Under Testing,1094863,3,3284589,1870455.62,1414133.38,92.48,Level 3 Top Secret,12
ORD-10107,ALPHA-CNT-2025-903,Ministry of Defense - USA,North America,USA,Cyber Security,Threat Intelligence Node,Maritime,SN-ALPHA-711116,23/9/2025,26/2/2026,22/2/2026,Delivered On Time,781576,38,29699888,23429114.47,6270773.53,92.37,Level 2 Restricted,48
ORD-10108,ALPHA-CNT-2023-507,Ministry of Defense - USA,North America,USA,Tactical Avionics,Tactical Data Link,Airborne,SN-ALPHA-698357,1/1/2025,23/2/2025,23/2/2025,Delivered On Time,1108644,3,3325932,2034606.61,1291325.39,94.26,Level 2 Restricted,60
ORD-10109,ALPHA-CNT-2024-582,Ministry of Defense - Poland,Europe,Poland,Land Defense,Artillery Tracking Unit,Ground Tactical,SN-ALPHA-799565,8/3/2024,19/4/2024,,In Production,937198,30,28115940,21506201.24,6609738.76,97.62,Level 3 Top Secret,48
ORD-10110,ALPHA-CNT-2025-600,Ministry of Defense - Chile,LATAM,Chile,Cyber Security,Quantum Cipher Hardware,Digital Command,SN-ALPHA-844618,20/8/2025,17/10/2025,27/11/2025,Delivered Delayed,1386926,1,1386926,821341.05,565584.95,92.31,Level 2 Restricted,24
ORD-10111,ALPHA-CNT-2023-776,Ministry of Defense - Poland,Europe,Poland,Naval Technology,Submarine Communications Module,Digital Command,SN-ALPHA-537757,9/11/2023,17/1/2024,7/1/2024,Delivered On Time,1120913,30,33627390,25674032.08,7953357.92,94.24,Level 1 Standard,36
ORD-10112,ALPHA-CNT-2024-371,Ministry of Defense - Poland,Europe,Poland,Cyber Security,Threat Intelligence Node,Digital Command,SN-ALPHA-806995,17/8/2024,26/10/2024,,In Production,1250314,45,56264130,31131348.41,25132781.59,95.98,Level 2 Restricted,60
ORD-10113,ALPHA-CNT-2025-193,Ministry of Defense - USA,North America,USA,Naval Technology,Sonar Detection Array,Airborne,SN-ALPHA-884197,3/7/2025,18/11/2025,18/11/2025,Delivered On Time,297667,32,9525344,6457660.43,3067683.57,91.21,Level 2 Restricted,24
ORD-10114,ALPHA-CNT-2023-757,Ministry of Defense - UK,Europe,UK,Naval Technology,Naval Target Radar,Maritime,SN-ALPHA-982260,24/3/2023,9/5/2023,21/6/2023,Delivered Delayed,706521,28,19782588,14685814.78,5096773.22,91.3,Level 3 Top Secret,48
ORD-10115,ALPHA-CNT-2024-657,Ministry of Defense - USA,North America,USA,Cyber Security,Encrypted Comms Server,Ground Tactical,SN-ALPHA-659837,22/2/2023,30/6/2023,23/6/2023,Delivered On Time,1082321,21,22728741,17812488.85,4916252.15,99.11,Level 2 Restricted,36
ORD-10116,ALPHA-CNT-2025-496,Ministry of Defense - Brazil,LATAM,Brazil,Naval Technology,Submarine Communications Module,Maritime,SN-ALPHA-399817,17/9/2024,22/1/2025,18/1/2025,Delivered On Time,564241,46,25955086,20174902.21,5780183.79,96.61,Level 2 Restricted,24
ORD-10117,ALPHA-CNT-2023-289,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Naval Technology,Submarine Communications Module,Digital Command,SN-ALPHA-988459,22/9/2024,18/2/2025,15/2/2025,Delivered On Time,937099,13,12182287,9196484.2,2985802.8,94.87,Level 2 Restricted,36
ORD-10118,ALPHA-CNT-2024-479,Ministry of Defense - Canada,North America,Canada,Land Defense,Armored Tactical Vehicle,Maritime,SN-ALPHA-542904,25/4/2024,7/10/2024,19/11/2024,Delivered Delayed,1450791,27,39171357,30242161.46,8929195.54,95.71,Level 1 Standard,24
ORD-10119,ALPHA-CNT-2025-490,Ministry of Defense - Chile,LATAM,Chile,Tactical Avionics,Tactical Data Link,Airborne,SN-ALPHA-947568,23/6/2024,25/9/2024,20/9/2024,Delivered On Time,1196640,36,43079040,25839020.2,17240019.8,88.35,Level 2 Restricted,48
ORD-10120,ALPHA-CNT-2023-478,Ministry of Defense - Qatar,Middle East,Qatar,Tactical Avionics,Night Vision Targeting System,Airborne,SN-ALPHA-113390,16/9/2024,6/3/2025,3/3/2025,Delivered On Time,1006255,7,7043785,4374515.02,2669269.98,95.36,Level 1 Standard,36
ORD-10121,ALPHA-CNT-2024-291,Ministry of Defense - Japan,Asia Pacific,Japan,Land Defense,Artillery Tracking Unit,Ground Tactical,SN-ALPHA-648122,30/8/2024,1/10/2024,21/9/2024,Delivered On Time,1467231,22,32279082,20085404.78,12193677.22,94.06,Level 1 Standard,24
ORD-10122,ALPHA-CNT-2025-556,Ministry of Defense - USA,North America,USA,Cyber Security,Encrypted Comms Server,Ground Tactical,SN-ALPHA-211642,22/6/2023,20/8/2023,17/8/2023,Delivered On Time,457974,10,4579740,2950559.24,1629180.76,94.49,Level 1 Standard,48
ORD-10123,ALPHA-CNT-2023-145,Ministry of Defense - USA,North America,USA,Aerospace Systems,Flight Control Radar,Digital Command,SN-ALPHA-126499,30/1/2024,15/7/2024,,Under Testing,577466,39,22521174,14601156.51,7920017.49,92.28,Level 1 Standard,60
ORD-10124,ALPHA-CNT-2024-369,Ministry of Defense - Australia,Asia Pacific,Australia,Aerospace Systems,Flight Control Radar,Ground Tactical,SN-ALPHA-499371,28/5/2023,3/9/2023,25/8/2023,Delivered On Time,606119,15,9091785,6238226.73,2853558.27,88.97,Level 3 Top Secret,48
ORD-10125,ALPHA-CNT-2025-550,Ministry of Defense - India,Asia Pacific,India,Aerospace Systems,Flight Control Radar,Maritime,SN-ALPHA-252386,14/9/2023,9/1/2024,30/1/2024,Delivered Delayed,183248,15,2748720,1621662.18,1127057.82,90.3,Level 1 Standard,48
ORD-10126,ALPHA-CNT-2023-576,Ministry of Defense - Canada,North America,Canada,Land Defense,Ballistic Shielding Suite,Airborne,SN-ALPHA-155642,20/6/2024,17/8/2024,,In Production,1201882,4,4807528,3474937.32,1332590.68,99.31,Level 2 Restricted,60
ORD-10127,ALPHA-CNT-2024-369,Ministry of Defense - Japan,Asia Pacific,Japan,Land Defense,Artillery Tracking Unit,Airborne,SN-ALPHA-802812,29/5/2023,11/9/2023,1/9/2023,Delivered On Time,214726,32,6871232,4067024.74,2804207.26,92.86,Level 1 Standard,48
ORD-10128,ALPHA-CNT-2025-331,Ministry of Defense - UK,Europe,UK,Naval Technology,Submarine Communications Module,Airborne,SN-ALPHA-159354,6/5/2025,24/9/2025,14/9/2025,Delivered On Time,994131,23,22865013,14349559.02,8515453.98,93.55,Level 2 Restricted,60
ORD-10129,ALPHA-CNT-2023-957,Ministry of Defense - Qatar,Middle East,Qatar,Aerospace Systems,Flight Control Radar,Ground Tactical,SN-ALPHA-309612,8/11/2025,17/1/2026,7/1/2026,Delivered On Time,757910,6,4547460,3073338.46,1474121.54,88.63,Level 1 Standard,60
ORD-10130,ALPHA-CNT-2024-375,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Cyber Security,Encrypted Comms Server,Airborne,SN-ALPHA-379947,29/10/2023,23/3/2024,21/3/2024,Delivered On Time,424169,24,10180056,7625983.18,2554072.82,88.45,Level 3 Top Secret,60
ORD-10131,ALPHA-CNT-2025-677,Ministry of Defense - Qatar,Middle East,Qatar,Cyber Security,Threat Intelligence Node,Airborne,SN-ALPHA-886626,1/4/2024,1/5/2024,21/4/2024,Delivered On Time,750270,20,15005400,11026977.91,3978422.09,96.53,Level 1 Standard,24
ORD-10132,ALPHA-CNT-2023-163,Ministry of Defense - UK,Europe,UK,Aerospace Systems,Jet Engine Turbine Component,Airborne,SN-ALPHA-923690,24/11/2025,1/3/2026,28/2/2026,Delivered On Time,140417,37,5195429,3695942.93,1499486.07,94.4,Level 1 Standard,36
ORD-10133,ALPHA-CNT-2024-254,Ministry of Defense - Australia,Asia Pacific,Australia,Aerospace Systems,Flight Control Radar,Digital Command,SN-ALPHA-268752,2/5/2025,7/10/2025,21/11/2025,Delivered Delayed,763611,20,15272220,8994471.88,6277748.12,94.05,Level 3 Top Secret,24
ORD-10134,ALPHA-CNT-2025-870,Ministry of Defense - Chile,LATAM,Chile,Aerospace Systems,Flight Control Radar,Digital Command,SN-ALPHA-400538,2/4/2023,16/6/2023,6/6/2023,Delivered On Time,478638,12,5743656,3944520.87,1799135.13,90.89,Level 1 Standard,60
ORD-10135,ALPHA-CNT-2023-813,Ministry of Defense - Japan,Asia Pacific,Japan,Land Defense,Ballistic Shielding Suite,Ground Tactical,SN-ALPHA-816586,3/12/2024,11/5/2025,11/5/2025,Delivered On Time,1110560,33,36648480,20957859.34,15690620.66,96.86,Level 2 Restricted,36
ORD-10136,ALPHA-CNT-2024-783,Ministry of Defense - USA,North America,USA,Land Defense,Artillery Tracking Unit,Airborne,SN-ALPHA-362732,7/12/2024,2/2/2025,26/2/2025,Delivered Delayed,1187888,28,33260864,21431331.53,11829532.47,90,Level 1 Standard,36
ORD-10137,ALPHA-CNT-2025-199,Ministry of Defense - Qatar,Middle East,Qatar,Land Defense,Armored Tactical Vehicle,Ground Tactical,SN-ALPHA-253541,9/1/2023,25/4/2023,18/4/2023,Delivered On Time,242458,8,1939664,1267335.98,672328.02,90.26,Level 1 Standard,60
ORD-10138,ALPHA-CNT-2023-187,Ministry of Defense - Australia,Asia Pacific,Australia,Tactical Avionics,Tactical Data Link,Airborne,SN-ALPHA-980155,29/10/2025,6/4/2026,,In Production,1181867,1,1181867,661789.81,520077.19,93.48,Level 1 Standard,36
ORD-10139,ALPHA-CNT-2024-784,Ministry of Defense - Chile,LATAM,Chile,Cyber Security,Threat Intelligence Node,Airborne,SN-ALPHA-165046,21/7/2024,9/10/2024,16/10/2024,Delivered Delayed,843567,37,31211979,19304516.15,11907462.85,91.41,Level 3 Top Secret,36
ORD-10140,ALPHA-CNT-2025-452,Ministry of Defense - USA,North America,USA,Cyber Security,Encrypted Comms Server,Airborne,SN-ALPHA-824141,26/11/2023,3/2/2024,25/1/2024,Delivered On Time,574608,22,12641376,9972937.86,2668438.14,90.94,Level 1 Standard,24
ORD-10141,ALPHA-CNT-2023-927,Ministry of Defense - France,Europe,France,Naval Technology,Submarine Communications Module,Ground Tactical,SN-ALPHA-922458,3/4/2023,6/8/2023,3/9/2023,Delivered Delayed,1070462,6,6422772,5063765.8,1359006.2,95.68,Level 1 Standard,36
ORD-10142,ALPHA-CNT-2024-654,Ministry of Defense - Germany,Europe,Germany,Land Defense,Ballistic Shielding Suite,Ground Tactical,SN-ALPHA-409477,8/2/2023,20/4/2023,18/4/2023,Delivered On Time,727044,21,15267924,9742183.87,5525740.13,95.75,Level 2 Restricted,60
ORD-10143,ALPHA-CNT-2025-523,Ministry of Defense - Brazil,LATAM,Brazil,Tactical Avionics,Cockpit Head Up Display,Airborne,SN-ALPHA-313910,2/3/2024,17/8/2024,16/8/2024,Delivered On Time,1023417,32,32749344,18365014.27,14384329.73,97.81,Level 1 Standard,12
ORD-10144,ALPHA-CNT-2023-874,Ministry of Defense - Canada,North America,Canada,Tactical Avionics,Tactical Data Link,Maritime,SN-ALPHA-890200,3/2/2024,17/7/2024,13/7/2024,Delivered On Time,465105,35,16278675,9682128.33,6596546.67,92.97,Level 1 Standard,12
ORD-10145,ALPHA-CNT-2024-703,Ministry of Defense - Qatar,Middle East,Qatar,Cyber Security,Threat Intelligence Node,Ground Tactical,SN-ALPHA-667460,7/3/2023,6/4/2023,1/4/2023,Delivered On Time,1458791,15,21881865,14180639.95,7701225.05,88.87,Level 1 Standard,12
ORD-10146,ALPHA-CNT-2025-332,Ministry of Defense - South Korea,Asia Pacific,South Korea,Land Defense,Artillery Tracking Unit,Digital Command,SN-ALPHA-133875,13/12/2024,4/4/2025,26/5/2025,Delivered Delayed,1353659,5,6768295,5326275.4,1442019.6,91.26,Level 1 Standard,60
ORD-10147,ALPHA-CNT-2023-666,Ministry of Defense - Canada,North America,Canada,Naval Technology,Sonar Detection Array,Ground Tactical,SN-ALPHA-476105,14/6/2024,16/11/2024,10/11/2024,Delivered On Time,1053466,46,48459436,28363296.55,20096139.45,99.66,Level 2 Restricted,12
ORD-10148,ALPHA-CNT-2024-162,Ministry of Defense - Germany,Europe,Germany,Land Defense,Armored Tactical Vehicle,Airborne,SN-ALPHA-953568,25/7/2023,28/8/2023,26/8/2023,Delivered On Time,684151,48,32839248,24329907.94,8509340.06,95.1,Level 2 Restricted,24
ORD-10149,ALPHA-CNT-2025-960,Ministry of Defense - Brazil,LATAM,Brazil,Aerospace Systems,Flight Control Radar,Maritime,SN-ALPHA-574579,3/3/2024,30/4/2024,27/4/2024,Delivered On Time,91777,6,550662,317825.94,232836.06,96.45,Level 3 Top Secret,60
ORD-10150,ALPHA-CNT-2023-496,Ministry of Defense - Chile,LATAM,Chile,Land Defense,Ballistic Shielding Suite,Airborne,SN-ALPHA-207458,3/10/2023,2/2/2024,15/2/2024,Delivered Delayed,96250,25,2406250,1913725.26,492524.74,88.09,Level 1 Standard,60
ORD-10151,ALPHA-CNT-2024-938,Ministry of Defense - Japan,Asia Pacific,Japan,Aerospace Systems,Flight Control Radar,Digital Command,SN-ALPHA-746036,12/2/2025,31/5/2025,23/5/2025,Delivered On Time,941372,46,43303112,27948007.1,15355104.9,94.17,Level 3 Top Secret,60
ORD-10152,ALPHA-CNT-2025-635,Ministry of Defense - Brazil,LATAM,Brazil,Aerospace Systems,Flight Control Radar,Ground Tactical,SN-ALPHA-808340,14/5/2024,13/8/2024,,In Production,1400850,40,56034000,41678573.04,14355426.96,88.45,Level 3 Top Secret,36
ORD-10153,ALPHA-CNT-2023-528,Ministry of Defense - Chile,LATAM,Chile,Naval Technology,Submarine Communications Module,Ground Tactical,SN-ALPHA-875414,24/9/2023,7/11/2023,2/11/2023,Delivered On Time,525147,29,15229263,9680447.08,5548815.92,94.77,Level 1 Standard,36
ORD-10154,ALPHA-CNT-2024-648,Ministry of Defense - USA,North America,USA,Cyber Security,Quantum Cipher Hardware,Airborne,SN-ALPHA-689179,20/12/2024,21/3/2025,,In Production,970041,7,6790287,4800170.8,1990116.2,98.96,Level 2 Restricted,36
ORD-10155,ALPHA-CNT-2025-803,Ministry of Defense - UAE,Middle East,UAE,Land Defense,Ballistic Shielding Suite,Airborne,SN-ALPHA-335203,12/9/2023,5/3/2024,,Under Testing,65216,40,2608640,1559977.21,1048662.79,99.52,Level 2 Restricted,48
ORD-10156,ALPHA-CNT-2023-987,Ministry of Defense - South Korea,Asia Pacific,South Korea,Aerospace Systems,Flight Control Radar,Digital Command,SN-ALPHA-878476,27/2/2024,17/4/2024,,In Production,396293,13,5151809,3021563.05,2130245.95,94.43,Level 1 Standard,24
ORD-10157,ALPHA-CNT-2024-586,Ministry of Defense - Canada,North America,Canada,Land Defense,Armored Tactical Vehicle,Maritime,SN-ALPHA-778553,29/12/2023,18/2/2024,,In Production,577297,38,21937286,17210152.63,4727133.37,93.45,Level 1 Standard,60
ORD-10158,ALPHA-CNT-2025-686,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Cyber Security,Quantum Cipher Hardware,Digital Command,SN-ALPHA-688534,5/9/2023,6/2/2024,29/1/2024,Delivered On Time,926336,18,16674048,12995950.09,3678097.91,99.25,Level 2 Restricted,60
ORD-10159,ALPHA-CNT-2023-341,Ministry of Defense - USA,North America,USA,Cyber Security,Threat Intelligence Node,Maritime,SN-ALPHA-507777,29/9/2023,15/11/2023,22/12/2023,Delivered Delayed,195281,2,390562,301462.01,89099.99,96.02,Level 1 Standard,36
ORD-10160,ALPHA-CNT-2024-587,Ministry of Defense - Canada,North America,Canada,Tactical Avionics,Night Vision Targeting System,Ground Tactical,SN-ALPHA-349136,16/12/2024,31/5/2025,27/5/2025,Delivered On Time,753803,8,6030424,4259640.42,1770783.58,88.77,Level 1 Standard,60
ORD-10161,ALPHA-CNT-2025-406,Ministry of Defense - Chile,LATAM,Chile,Cyber Security,Threat Intelligence Node,Maritime,SN-ALPHA-635740,22/2/2024,24/4/2024,22/4/2024,Delivered On Time,784803,11,8632833,6492469.27,2140363.73,93.54,Level 1 Standard,60
ORD-10162,ALPHA-CNT-2023-180,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Naval Technology,Sonar Detection Array,Maritime,SN-ALPHA-922405,6/8/2024,7/10/2024,3/10/2024,Delivered On Time,238069,33,7856277,4456545.67,3399731.33,90.86,Level 2 Restricted,12
ORD-10163,ALPHA-CNT-2024-504,Ministry of Defense - Australia,Asia Pacific,Australia,Aerospace Systems,Jet Engine Turbine Component,Ground Tactical,SN-ALPHA-935540,4/8/2025,2/1/2026,28/2/2026,Delivered Delayed,1462891,38,55589858,35227140.72,20362717.28,93.59,Level 3 Top Secret,60
ORD-10164,ALPHA-CNT-2025-974,Ministry of Defense - South Korea,Asia Pacific,South Korea,Tactical Avionics,Night Vision Targeting System,Ground Tactical,SN-ALPHA-937625,25/5/2024,11/11/2024,4/11/2024,Delivered On Time,164456,48,7893888,4960722.73,2933165.27,93.42,Level 3 Top Secret,48
ORD-10165,ALPHA-CNT-2023-831,Ministry of Defense - Qatar,Middle East,Qatar,Naval Technology,Naval Target Radar,Ground Tactical,SN-ALPHA-829943,22/5/2025,2/8/2025,27/9/2025,Delivered Delayed,1423279,27,38428533,27242422.46,11186110.54,94.93,Level 1 Standard,36
ORD-10166,ALPHA-CNT-2024-135,Ministry of Defense - Chile,LATAM,Chile,Land Defense,Artillery Tracking Unit,Digital Command,SN-ALPHA-401610,16/2/2024,23/5/2024,,In Production,901324,20,18026480,11518730.42,6507749.58,92.25,Level 2 Restricted,24
ORD-10167,ALPHA-CNT-2025-614,Ministry of Defense - Poland,Europe,Poland,Aerospace Systems,Flight Control Radar,Ground Tactical,SN-ALPHA-826596,7/2/2024,21/7/2024,13/8/2024,Delivered Delayed,906841,12,10882092,6389166.72,4492925.28,89.95,Level 1 Standard,24
ORD-10168,ALPHA-CNT-2023-684,Ministry of Defense - USA,North America,USA,Cyber Security,Quantum Cipher Hardware,Airborne,SN-ALPHA-796772,11/8/2024,27/12/2024,17/2/2025,Delivered Delayed,869497,43,37388371,26138837.13,11249533.87,93.99,Level 2 Restricted,12
ORD-10169,ALPHA-CNT-2024-629,Ministry of Defense - Chile,LATAM,Chile,Aerospace Systems,Recon Surveillance Drone,Ground Tactical,SN-ALPHA-149261,14/11/2025,6/2/2026,,In Production,432688,31,13413328,10108230.06,3305097.94,97.88,Level 1 Standard,24
ORD-10170,ALPHA-CNT-2025-919,Ministry of Defense - UAE,Middle East,UAE,Land Defense,Armored Tactical Vehicle,Ground Tactical,SN-ALPHA-500118,15/9/2024,2/3/2025,,Under Testing,1468060,27,39637620,25587307.47,14050312.53,95.9,Level 2 Restricted,24
ORD-10171,ALPHA-CNT-2023-685,Ministry of Defense - Canada,North America,Canada,Tactical Avionics,Tactical Data Link,Ground Tactical,SN-ALPHA-506380,1/10/2023,21/12/2023,19/2/2024,Delivered Delayed,83783,32,2681056,1563235.76,1117820.24,92.03,Level 2 Restricted,36
ORD-10172,ALPHA-CNT-2024-793,Ministry of Defense - Australia,Asia Pacific,Australia,Tactical Avionics,Tactical Data Link,Maritime,SN-ALPHA-536801,29/1/2023,18/5/2023,,In Production,84152,10,841520,504215.26,337304.74,99.13,Level 3 Top Secret,36
ORD-10173,ALPHA-CNT-2025-735,Ministry of Defense - UK,Europe,UK,Tactical Avionics,Night Vision Targeting System,Digital Command,SN-ALPHA-926394,21/3/2025,31/7/2025,,Under Testing,494718,3,1484154,904400.15,579753.85,98.86,Level 1 Standard,48
